"itemName","itemType","itemTypeIndex","rareza","price","hp","mana","ataque","defensa","velocidadAtaque","ataqueCritico","danoCritico","suerte","destreza","nivel","price_scaled","hp_scaled","mana_scaled","ataque_scaled","defensa_scaled","velocidadAtaque_scaled","ataqueCritico_scaled","danoCritico_scaled","suerte_scaled","destreza_scaled","nivel_scaled","asset_path","guid"
"Casco de Colossus Colossus","Casco","1","Legendario","840","546750","0","0","87480","0","0","0","0","2400","1","110","19","0","0","13","0","0","0","0","84","1","Assets\Items\Titan Casco III.asset","416201478ee94504aab4394e7bb120a2"
"Casco de Colossus Moles","Casco","1","Legendario","600","273375","0","0","43740","0","0","0","0","1600","1","74","10","0","0","7","0","0","0","0","56","1","Assets\Items\Titan Casco I.asset","543114d18b964c378d85af86d3c8fcfb"
"Casco de Colossus Titanus","Casco","1","Legendario","720","410062","0","0","65610","0","0","0","0","2000","1","92","15","0","0","10","0","0","0","0","70","1","Assets\Items\Titan Casco II.asset","1f387d4933304129b30c380516e96e80"
"Casco de Explorator Peregrinus","Casco","1","Raro","216","3375","0","0","540","0","0","0","0","100","1","16","1","0","0","1","0","0","0","0","4","1","Assets\Items\Cazador Casco I.asset","5f28ff2c5a7240a6be5bca9a3965b4e5"
"Casco de Explorator Praedator","Casco","1","Raro","302","6750","0","0","1080","0","0","0","0","150","1","29","1","0","0","1","0","0","0","0","6","1","Assets\Items\Cazador Casco III.asset","a6e75160b4844cb19b51cb4e03579afa"
"Casco de Explorator Venator","Casco","1","Raro","259","5062","0","0","810","0","0","0","0","125","1","22","1","0","0","1","0","0","0","0","5","1","Assets\Items\Cazador Casco II.asset","585a315132524b9ea850842044f95f6e"
"Casco de Infernum Abyssus","Casco","1","Demoniaco","2285","4920750","0","0","787320","0","0","0","0","9600","1","330","167","0","0","112","0","0","0","0","333","1","Assets\Items\Abismo Casco III.asset","453adbfd93db4b219ed2a5d3f7ea2be6"
"Casco de Infernum Inferus","Casco","1","Demoniaco","1958","3690562","0","0","590490","0","0","0","0","8000","1","280","126","0","0","84","0","0","0","0","278","1","Assets\Items\Abismo Casco II.asset","5a920a4b06fd43679fa327728705c7a3"
"Casco de Infernum Limbus","Casco","1","Demoniaco","1632","2460375","0","0","393660","0","0","0","0","6400","1","231","84","0","0","56","0","0","0","0","222","1","Assets\Items\Abismo Casco I.asset","1ef9f2ca11e64591b2e01e8cbdb2db7c"
"Casco de Legionarius Centuria","Casco","1","Excelente","605","15188","0","0","2430","0","0","0","0","250","1","75","2","0","0","1","0","0","0","0","9","1","Assets\Items\Conquistador Casco II.asset","3a8571e411724f20b0be7688c7bcaafa"
"Casco de Legionarius Cohors","Casco","1","Excelente","504","10125","0","0","1620","0","0","0","0","200","1","59","1","0","0","1","0","0","0","0","8","1","Assets\Items\Conquistador Casco I.asset","e5bb87649c6c4fd5a9172753a65b820a"
"Casco de Legionarius Legio","Casco","1","Excelente","706","20250","0","0","3240","0","0","0","0","300","1","90","2","0","0","1","0","0","0","0","11","1","Assets\Items\Conquistador Casco III.asset","7e6b1f6c4720471790c69398d9bb2b51"
"Casco de Pontifex Divinus","Casco","1","Celestial","1555","1230188","0","0","196830","0","0","0","0","4000","1","219","43","0","0","29","0","0","0","0","139","1","Assets\Items\Serafin Casco II.asset","814c9073e9b8400c9e4cc22f0181aab9"
"Casco de Pontifex Sacrum","Casco","1","Celestial","1296","820125","0","0","131220","0","0","0","0","3200","1","180","29","0","0","19","0","0","0","0","112","1","Assets\Items\Serafin Casco I.asset","b8bd7ece0b3244508f16875120462137"
"Casco de Pontifex Sanctus","Casco","1","Celestial","1814","1640250","0","0","262440","0","0","0","0","4800","1","258","56","0","0","38","0","0","0","0","167","1","Assets\Items\Serafin Casco III.asset","3a3541fc2f9d40cd829a23e9cfa30729"
"Casco de Roma Gloria","Casco","1","Epico","974","60750","0","0","9720","0","0","0","0","600","1","131","3","0","0","2","0","0","0","0","21","1","Assets\Items\Heroe Casco III.asset","c723cca6d0cf4b7f9815c69fc2bf1750"
"Casco de Roma Honor","Casco","1","Epico","835","45562","0","0","7290","0","0","0","0","500","1","110","3","0","0","2","0","0","0","0","18","1","Assets\Items\Heroe Casco II.asset","ab269d4fdc544218ac3274dcb0338b71"
"Casco de Roma Virtus","Casco","1","Epico","696","30375","0","0","4860","0","0","0","0","400","1","88","2","0","0","2","0","0","0","0","15","1","Assets\Items\Heroe Casco I.asset","1a9cef033a584e8ca7aab39755460f4d"
"Casco de Speculator Occultus","Casco","1","Etereo","571","182250","0","0","29160","0","0","0","0","1200","1","69","7","0","0","5","0","0","0","0","42","1","Assets\Items\Fantasma Casco III.asset","26f226bd40ed4a62b067306ea42f2a99"
"Casco de Speculator Silentium","Casco","1","Etereo","490","136688","0","0","21870","0","0","0","0","1000","1","57","6","0","0","4","0","0","0","0","35","1","Assets\Items\Fantasma Casco II.asset","8b8cd2cfd33a4b8fac326b5fe09e749d"
"Casco de Speculator Umbra","Casco","1","Etereo","408","91125","0","0","14580","0","0","0","0","800","1","45","4","0","0","3","0","0","0","0","28","1","Assets\Items\Fantasma Casco I.asset","ccb43bac3b5645a0b66a02d95a5c0247"
"Casco de Tiro Imperium","Casco","1","Comun","168","750","0","0","120","0","0","0","0","38","1","8","1","0","0","1","0","0","0","0","2","1","Assets\Items\Aprendiz Casco III.asset","744125a207454c868b30c96ac13b46d1"
"Casco de Tiro Rudimentum","Casco","1","Comun","120","375","0","0","60","0","0","0","0","25","1","1","1","0","0","1","0","0","0","0","2","1","Assets\Items\Aprendiz Casco I.asset","8fa97012ecfe447f94ef3670369cc054"
"Casco de Tiro Veteranum","Casco","1","Comun","144","562","0","0","90","0","0","0","0","31","1","5","1","0","0","1","0","0","0","0","2","1","Assets\Items\Aprendiz Casco II.asset","0f54274a45044b01aaa5fe4dc0addf4d"
"Casco de Ultima Roma Aeternitas","Casco","1","Extremo","2050","14762250","0","0","2361960","0","0","0","0","19200","1","294","500","0","0","333","0","0","0","0","666","1","Assets\Items\Apocalipsis Casco III.asset","05924bf63e3d428c93bc1f0879b5fc89"
"Casco de Ultima Roma Cataclysmus","Casco","1","Extremo","1757","11071688","0","0","1771470","0","0","0","0","16000","1","250","375","0","0","250","0","0","0","0","555","1","Assets\Items\Apocalipsis Casco II.asset","7d20ad2cbce749d88201f08ec281a5e4"
"Casco de Ultima Roma Exitium","Casco","1","Extremo","1464","7381125","0","0","1180980","0","0","0","0","12800","1","205","250","0","0","167","0","0","0","0","444","1","Assets\Items\Apocalipsis Casco I.asset","4afcfe849fdc4c65bd1a160cdcc4655c"
"Cintur\xF3n de Augur Omen","CinturÃ³n","7","Magico","312","0","39","180","0","0","0","0","0","20","1","30","0","35","1","0","0","0","0","0","1","1","Assets\Items\Arcano Cinturon I.asset","45f6204d7def456aba83f9466a324478"
"Cintur\xF3n de Augur Ritus","CinturÃ³n","7","Magico","374","0","39","270","0","0","0","0","0","25","1","40","0","35","1","0","0","0","0","0","2","1","Assets\Items\Arcano Cinturon II.asset","cdf3b1a6a4954cfe942818f9349b2037"
"Cintur\xF3n de Colossus Colossus","CinturÃ³n","7","Legendario","840","0","75","87480","0","0","0","0","0","960","1","110","0","85","13","0","0","0","0","0","34","1","Assets\Items\Titan Cinturon III.asset","ed239881682b4271bea1b527d7d6a211"
"Cintur\xF3n de Colossus Moles","CinturÃ³n","7","Legendario","600","0","75","43740","0","0","0","0","0","640","1","74","0","85","7","0","0","0","0","0","23","1","Assets\Items\Titan Cinturon I.asset","0ab29f118e654678a6ee37c5f25d3591"
"Cintur\xF3n de Colossus Titanus","CinturÃ³n","7","Legendario","720","0","75","65610","0","0","0","0","0","800","1","92","0","85","10","0","0","0","0","0","28","1","Assets\Items\Titan Cinturon II.asset","08aa59942abe48fab135b4d312702fff"
"Cintur\xF3n de de Augur Oraculum","CinturÃ³n","7","Magico","437","0","39","360","0","0","0","0","0","30","1","49","0","35","1","0","0","0","0","0","2","1","Assets\Items\Arcano Cinturon III.asset","68c5e34abced42c3a3dfe1d4eef8bee7"
"Cintur\xF3n de Explorator Peregrinus","CinturÃ³n","7","Raro","216","0","27","540","0","0","0","0","0","40","1","16","0","18","1","0","0","0","0","0","2","1","Assets\Items\Cazador Cinturon I.asset","085965cfbdd244c8be548af5784cef77"
"Cintur\xF3n de Explorator Praedator","CinturÃ³n","7","Raro","302","0","27","1080","0","0","0","0","0","60","1","29","0","18","1","0","0","0","0","0","3","1","Assets\Items\Cazador Cinturon III.asset","2f03e5d7ec904a0ab927937b54a8bf34"
"Cintur\xF3n de Explorator Venator","CinturÃ³n","7","Raro","259","0","27","810","0","0","0","0","0","50","1","22","0","18","1","0","0","0","0","0","2","1","Assets\Items\Cazador Cinturon II.asset","471e3df12e174d7f892e3673b3a3a779"
"Cintur\xF3n de Infernum Abyssus","CinturÃ³n","7","Demoniaco","2285","0","204","787320","0","0","0","0","0","3840","1","330","0","267","112","0","0","0","0","0","134","1","Assets\Items\Abismo Cinturon III.asset","9cef9f0669a44862a0e422f841aa8207"
"Cintur\xF3n de Infernum Inferus","CinturÃ³n","7","Demoniaco","1958","0","204","590490","0","0","0","0","0","3200","1","280","0","267","84","0","0","0","0","0","112","1","Assets\Items\Abismo Cinturon II.asset","d078cb839598491f9856509dbace2389"
"Cintur\xF3n de Infernum Limbus","CinturÃ³n","7","Demoniaco","1632","0","204","393660","0","0","0","0","0","2560","1","231","0","267","56","0","0","0","0","0","89","1","Assets\Items\Abismo Cinturon I.asset","bf4b78295ffa4ef4aeb28fb417c27689"
"Cintur\xF3n de Legionarius Centuria","CinturÃ³n","7","Excelente","605","0","63","2430","0","0","0","0","0","100","1","75","0","68","1","0","0","0","0","0","4","1","Assets\Items\Conquistador Cinturon II.asset","4e99b83839a14ccc904577044beecfe0"
"Cintur\xF3n de Legionarius Cohors","CinturÃ³n","7","Excelente","504","0","63","1620","0","0","0","0","0","80","1","59","0","68","1","0","0","0","0","0","3","1","Assets\Items\Conquistador Cinturon I.asset","a2b19352d281424599acad84ff3f34aa"
"Cintur\xF3n de Legionarius Legio","CinturÃ³n","7","Excelente","706","0","63","3240","0","0","0","0","0","120","1","90","0","68","1","0","0","0","0","0","5","1","Assets\Items\Conquistador Cinturon III.asset","311b406c6fa8417d84a851067f8d835e"
"Cintur\xF3n de Pontifex Divinus","CinturÃ³n","7","Celestial","1555","0","162","196830","0","0","0","0","0","1600","1","219","0","208","29","0","0","0","0","0","56","1","Assets\Items\Serafin Cinturon II.asset","6ad8a782365b4379aad58c8db08a1ebf"
"Cintur\xF3n de Pontifex Sacrum","CinturÃ³n","7","Celestial","1296","0","162","131220","0","0","0","0","0","1280","1","180","0","208","19","0","0","0","0","0","45","1","Assets\Items\Serafin Cinturon I.asset","9cb18e8d4c1048a5a7778909e828fc5e"
"Cintur\xF3n de Pontifex Sanctus","CinturÃ³n","7","Celestial","1814","0","162","262440","0","0","0","0","0","1920","1","258","0","208","38","0","0","0","0","0","67","1","Assets\Items\Serafin Cinturon III.asset","bd065a9980c84d329b1614d6f4add1c8"
"Cintur\xF3n de Roma Gloria","CinturÃ³n","7","Epico","974","0","87","9720","0","0","0","0","0","240","1","131","0","102","2","0","0","0","0","0","9","1","Assets\Items\Heroe Cinturon III.asset","c786865a082949048674508245ac63f5"
"Cintur\xF3n de Roma Honor","CinturÃ³n","7","Epico","835","0","87","7290","0","0","0","0","0","200","1","110","0","102","2","0","0","0","0","0","8","1","Assets\Items\Heroe Cinturon II.asset","b081e82b1a8e4cb8bab1b57f1871a233"
"Cintur\xF3n de Roma Virtus","CinturÃ³n","7","Epico","696","0","87","4860","0","0","0","0","0","160","1","88","0","102","2","0","0","0","0","0","6","1","Assets\Items\Heroe Cinturon I.asset","17d020b636df4acbb5d5bc330601d19d"
"Cintur\xF3n de Speculator Occultus","CinturÃ³n","7","Etereo","571","0","51","29160","0","0","0","0","0","480","1","69","0","52","5","0","0","0","0","0","17","1","Assets\Items\Fantasma Cinturon III.asset","ac21591c0276427094c0a56c47e2e4b0"
"Cintur\xF3n de Speculator Silentium","CinturÃ³n","7","Etereo","490","0","51","21870","0","0","0","0","0","400","1","57","0","52","4","0","0","0","0","0","15","1","Assets\Items\Fantasma Cinturon II.asset","8ac9252e7b014564b84e5c771b6da808"
"Cintur\xF3n de Speculator Umbra","CinturÃ³n","7","Etereo","408","0","51","14580","0","0","0","0","0","320","1","45","0","52","3","0","0","0","0","0","12","1","Assets\Items\Fantasma Cinturon I.asset","055a011e6d7c4e468dc8f53af9f1469c"
"Cintur\xF3n de Tiro Imperium","CinturÃ³n","7","Comun","168","0","15","120","0","0","0","0","0","15","1","8","0","1","1","0","0","0","0","0","1","1","Assets\Items\Aprendiz Cinturon III.asset","1816b42e0c56497793da64f609cd0b9f"
"Cintur\xF3n de Tiro Rudimentum","CinturÃ³n","7","Comun","120","0","15","60","0","0","0","0","0","10","1","1","0","1","1","0","0","0","0","0","1","1","Assets\Items\Aprendiz Cinturon I.asset","13fcc21fd1cd4a42a6f87eeeba0168d9"
"Cintur\xF3n de Tiro Veteranum","CinturÃ³n","7","Comun","144","0","15","90","0","0","0","0","0","12","1","5","0","1","1","0","0","0","0","0","1","1","Assets\Items\Aprendiz Cinturon II.asset","344f12d1373a42bd9630b77aceab1a75"
"Cintur\xF3n de Ultima Roma Aeternitas","CinturÃ³n","7","Extremo","2050","0","183","2361960","0","0","0","0","0","7680","1","294","0","237","333","0","0","0","0","0","267","1","Assets\Items\Apocalipsis Cinturon III.asset","486f833c191e4188b79cb59069d31bde"
"Cintur\xF3n de Ultima Roma Cataclysmus","CinturÃ³n","7","Extremo","1757","0","183","1771470","0","0","0","0","0","6400","1","250","0","237","250","0","0","0","0","0","222","1","Assets\Items\Apocalipsis Cinturon II.asset","0a50c5a326a9433fb78ff50b8a7481a8"
"Cintur\xF3n de Ultima Roma Exitium","CinturÃ³n","7","Extremo","1464","0","183","1180980","0","0","0","0","0","5120","1","205","0","237","167","0","0","0","0","0","178","1","Assets\Items\Apocalipsis Cinturon I.asset","c8ec7b107415437395486dc7228ea398"
"Collar de Augur Omen","Collar","2","Epico","600","750","41","0","120","0","0","21","4","20","1","74","1","38","0","1","0","0","33","88","1","1","Assets\Items\Arcano Collar I.asset","2277cd530b6e8df4a8176dcde1254d1b"
"Collar de Augur Oraculum","Collar","2","Epico","1200","1500","113","0","240","0","1","27","5","30","1","165","1","139","0","1","0","1","55","117","2","1","Assets\Items\Arcano Collar III.asset","f3cea39e8ddcd6145952336631cf4686"
"Collar de Augur Ritus","Collar","2","Epico","600","1125","77","0","180","0","1","24","4","25","1","74","1","88","0","1","0","1","44","88","2","1","Assets\Items\Arcano Collar II.asset","731fe8f23f59c414684d37a75fdc7abe"
"Collar de Colossus Colossus","Collar","2","Legendario","2880","364500","110","0","58320","0","2","72","17","960","1","420","13","135","0","9","0","45","216","464","34","1","Assets\Items\Titan Collar III.asset","fc4cdacb5fa757e4c82eafb647ec8145"
"Collar de Colossus Moles","Collar","2","Legendario","1440","182250","40","0","29160","0","2","66","16","640","1","201","7","36","0","5","0","45","194","435","23","1","Assets\Items\Titan Collar I.asset","9cd50700f05b5854ab53e8c20488befc"
"Collar de Colossus Titanus","Collar","2","Legendario","1440","273375","75","0","43740","0","2","69","16","800","1","201","10","85","0","7","0","45","205","435","28","1","Assets\Items\Titan Collar II.asset","7f20c1bbcb32b794cbecddf0828b468b"
"Collar de Infernum Abyssus","Collar","2","Demoniaco","1920","3280500","80","0","524880","0","3","90","22","3840","1","274","112","92","0","75","0","90","280","608","134","1","Assets\Items\Abismo Collar III.asset","16003bebb8fa66f47af8539803a9aaa4"
"Collar de Infernum Inferus","Collar","2","Demoniaco","960","2460375","55","0","393660","0","3","87","21","3200","1","129","84","57","0","56","0","90","269","579","112","1","Assets\Items\Abismo Collar II.asset","353577716ae63c1488423b4ff1befa33"
"Collar de Infernum Limbus","Collar","2","Demoniaco","960","1640250","30","0","262440","0","3","84","20","2560","1","129","56","22","0","38","0","90","258","550","89","1","Assets\Items\Abismo Collar I.asset","9ca22136dc17dae448ae1b782f9181f4"
"Collar de Legionarius Centuria","Collar","2","Raro","300","10125","25","0","1620","0","1","42","9","100","1","28","1","15","0","1","0","1","108","232","4","1","Assets\Items\Conquistador Collar II.asset","bf3949229e64cb446b0ba2b7d01e1de0"
"Collar de Legionarius Cohors","Collar","2","Raro","300","6750","15","0","1080","0","1","39","8","80","1","28","1","1","0","1","0","1","98","203","3","1","Assets\Items\Conquistador Collar I.asset","2b3658974f5231944a54b4faf54598bc"
"Collar de Legionarius Legio","Collar","2","Raro","600","13500","35","0","2160","0","1","45","10","120","1","74","1","29","0","1","0","1","119","261","5","1","Assets\Items\Conquistador Collar III.asset","160d4dc9e869afd4986259a930c5e47b"
"Collar de Pontifex Divinus","Collar","2","Legendario","1800","820125","165","0","131220","0","2","78","19","1600","1","256","29","212","0","19","0","45","237","521","56","1","Assets\Items\Serafin Collar II.asset","b724cb34c7754e8468135d80d5ac620c"
"Collar de Pontifex Sacrum","Collar","2","Legendario","1800","546750","85","0","87480","0","2","75","18","1280","1","256","19","99","0","13","0","45","226","493","45","1","Assets\Items\Serafin Collar I.asset","c55376c6072fcdb4da39462e30b82692"
"Collar de Pontifex Sanctus","Collar","2","Legendario","3600","1093500","245","0","174960","0","2","81","20","1920","1","529","38","324","0","26","0","45","248","550","67","1","Assets\Items\Serafin Collar III.asset","109cda9eecb5ff44e8ae354be10faddc"
"Collar de Roma Gloria","Collar","2","Epico","960","40500","50","0","6480","0","2","54","12","240","1","129","2","50","0","2","0","45","151","319","9","1","Assets\Items\Heroe Collar III.asset","dc893f6f46fd534498dbb8b8ab159d56"
"Collar de Roma Honor","Collar","2","Epico","480","30375","35","0","4860","0","2","51","12","200","1","56","2","29","0","2","0","45","140","319","8","1","Assets\Items\Heroe Collar II.asset","e9b0436abb3bd824e93d137a9c123190"
"Collar de Roma Virtus","Collar","2","Epico","480","20250","20","0","3240","0","1","48","11","160","1","56","2","8","0","1","0","1","130","290","6","1","Assets\Items\Heroe Collar I.asset","2e5c57fa6ca53ec488d5a3c0fce633cf"
"Collar de Speculator Occultus","Collar","2","Epico","1320","121500","65","0","19440","0","2","63","15","480","1","183","5","71","0","4","0","45","183","406","17","1","Assets\Items\Fantasma Collar III.asset","266eb877fcbd72f4ba41f789c9c4757c"
"Collar de Speculator Silentium","Collar","2","Epico","660","91125","45","0","14580","0","2","60","14","400","1","83","4","43","0","3","0","45","173","377","15","1","Assets\Items\Fantasma Collar II.asset","35a62022fa34f924382f4b3372c4f77e"
"Collar de Speculator Umbra","Collar","2","Epico","660","60750","25","0","9720","0","2","57","13","320","1","83","3","15","0","2","0","45","162","348","12","1","Assets\Items\Fantasma Collar I.asset","5ddb75ab8e076804b8a869885dc568a3"
"Collar de Ultima Roma Aeternitas","Collar","2","Demoniaco","2160","9841500","89","0","1574640","0","3","99","24","7680","1","311","333","105","0","223","0","90","312","666","267","1","Assets\Items\Apocalipsis Collar III.asset","3e076e7f1a5c48446965233ff3e5943f"
"Collar de Ultima Roma Cataclysmus","Collar","2","Demoniaco","1080","7381125","61","0","1180980","0","3","96","24","6400","1","147","250","66","0","167","0","90","301","666","222","1","Assets\Items\Apocalipsis Collar II.asset","67df974b9fd7c5042aaebe7ccca32024"
"Collar de Ultima Roma Exitium","Collar","2","Demoniaco","1080","4920750","33","0","787320","0","3","93","23","5120","1","147","167","26","0","112","0","90","291","637","178","1","Assets\Items\Apocalipsis Collar I.asset","0402f1cf653554246abd8369e2a86a50"
"Escudo de Augur Omen","Escudo","5","Magico","312","1500","0","0","240","0","0","0","0","0","1","30","1","0","0","1","0","0","0","0","0","1","Assets\Items\Arcano Escudo I.asset","30c7de9745f046ab8604007157e1b7e2"
"Escudo de Augur Oraculum","Escudo","5","Magico","437","3000","0","0","480","0","0","0","0","0","1","49","1","0","0","1","0","0","0","0","0","1","Assets\Items\Arcano Escudo III.asset","c06cb8d50143490085cd5bbefd7fbe79"
"Escudo de Augur Ritus","Escudo","5","Magico","374","2250","0","0","360","0","0","0","0","0","1","40","1","0","0","1","0","0","0","0","0","1","Assets\Items\Arcano Escudo II.asset","cbf9a4c89bc24f34a8c936bb256e6cf6"
"Escudo de Colossus Colossus","Escudo","5","Legendario","840","729000","0","0","116640","0","0","0","0","0","1","110","26","0","0","17","0","0","0","0","0","1","Assets\Items\Titan Escudo III.asset","748ec7a21497446bafd67af7960c2005"
"Escudo de Colossus Moles","Escudo","5","Legendario","600","364500","0","0","58320","0","0","0","0","0","1","74","13","0","0","9","0","0","0","0","0","1","Assets\Items\Titan Escudo I.asset","414fa46bd88d425c9ae666a2488c8005"
"Escudo de Colossus Titanus","Escudo","5","Legendario","720","546750","0","0","87480","0","0","0","0","0","1","92","19","0","0","13","0","0","0","0","0","1","Assets\Items\Titan Escudo II.asset","399aed5c0e1447538fcdbcdf77fa51e5"
"Escudo de Explorator Peregrinus","Escudo","5","Raro","216","4500","0","0","720","0","0","0","0","0","1","16","1","0","0","1","0","0","0","0","0","1","Assets\Items\Cazador Escudo I.asset","1d683f2b09914c8f8533dfab08c2ed12"
"Escudo de Explorator Praedator","Escudo","5","Raro","302","9000","0","0","1440","0","0","0","0","0","1","29","1","0","0","1","0","0","0","0","0","1","Assets\Items\Cazador Escudo III.asset","3cd91335bd684f2890882c6ccbc9cdae"
"Escudo de Explorator Venator","Escudo","5","Raro","259","6750","0","0","1080","0","0","0","0","0","1","22","1","0","0","1","0","0","0","0","0","1","Assets\Items\Cazador Escudo II.asset","a6b638845bb546f7a9971bf36a1c1202"
"Escudo de Infernum Abyssus","Escudo","5","Demoniaco","2285","6561000","0","0","1049760","0","0","0","0","0","1","330","223","0","0","149","0","0","0","0","0","1","Assets\Items\Abismo Escudo III.asset","d74381c861b84f14bd01cdc646b86b8f"
"Escudo de Infernum Inferus","Escudo","5","Demoniaco","1958","4920750","0","0","787320","0","0","0","0","0","1","280","167","0","0","112","0","0","0","0","0","1","Assets\Items\Abismo Escudo II.asset","9195b1d4d41e40c882d32ae25ab5480d"
"Escudo de Infernum Limbus","Escudo","5","Demoniaco","1632","3280500","0","0","524880","0","0","0","0","0","1","231","112","0","0","75","0","0","0","0","0","1","Assets\Items\Abismo Escudo I.asset","e756df20267344708e0a37796662f145"
"Escudo de Legionarius Centuria","Escudo","5","Excelente","605","20250","0","0","3240","0","0","0","0","0","1","75","2","0","0","1","0","0","0","0","0","1","Assets\Items\Conquistador Escudo II.asset","bdf19448bad144f2bf79d354ae38a040"
"Escudo de Legionarius Cohors","Escudo","5","Excelente","504","13500","0","0","2160","0","0","0","0","0","1","59","1","0","0","1","0","0","0","0","0","1","Assets\Items\Conquistador Escudo I.asset","ae8c1e3f228649faaf30395767577114"
"Escudo de Legionarius Legio","Escudo","5","Excelente","706","27000","0","0","4320","0","0","0","0","0","1","90","2","0","0","2","0","0","0","0","0","1","Assets\Items\Conquistador Escudo III.asset","a7caf28ac71a44fdba0a77961ee59693"
"Escudo de Pontifex Divinus","Escudo","5","Celestial","1555","1640250","0","0","262440","0","0","0","0","0","1","219","56","0","0","38","0","0","0","0","0","1","Assets\Items\Serafin Escudo II.asset","f8056c0258644e95925c20e51e681482"
"Escudo de Pontifex Sacrum","Escudo","5","Celestial","1296","1093500","0","0","174960","0","0","0","0","0","1","180","38","0","0","26","0","0","0","0","0","1","Assets\Items\Serafin Escudo I.asset","3d5c107e788b4b6bb08778dab3d072ba"
"Escudo de Pontifex Sanctus","Escudo","5","Celestial","1814","2187000","0","0","349920","0","0","0","0","0","1","258","75","0","0","50","0","0","0","0","0","1","Assets\Items\Serafin Escudo III.asset","c794dd8977fb490fbcd614b3e19aad8d"
"Escudo de Roma Gloria","Escudo","5","Epico","974","81000","0","0","12960","0","0","0","0","0","1","131","4","0","0","3","0","0","0","0","0","1","Assets\Items\Heroe Escudo III.asset","9e9af8ac021b451590127c78469bee92"
"Escudo de Roma Honor","Escudo","5","Epico","835","60750","0","0","9720","0","0","0","0","0","1","110","3","0","0","2","0","0","0","0","0","1","Assets\Items\Heroe Escudo II.asset","ce08eab0818746478ed23e288dfe47c2"
"Escudo de Roma Virtus","Escudo","5","Epico","696","40500","0","0","6480","0","0","0","0","0","1","88","2","0","0","2","0","0","0","0","0","1","Assets\Items\Heroe Escudo I.asset","ecdddb60eede48b9abfb6c51d82e8edd"
"Escudo de Speculator Occultus","Escudo","5","Etereo","571","243000","0","0","38880","0","0","0","0","0","1","69","9","0","0","6","0","0","0","0","0","1","Assets\Items\Fantasma Escudo III.asset","f462e292eaf44a34822b9737a27ca2d0"
"Escudo de Speculator Silentium","Escudo","5","Etereo","490","182250","0","0","29160","0","0","0","0","0","1","57","7","0","0","5","0","0","0","0","0","1","Assets\Items\Fantasma Escudo II.asset","192261dacd0a44cfa6b864cda458921d"
"Escudo de Speculator Umbra","Escudo","5","Etereo","408","121500","0","0","19440","0","0","0","0","0","1","45","5","0","0","4","0","0","0","0","0","1","Assets\Items\Fantasma Escudo I.asset","1f16d6d6d2d8405ab775aa4e74dd2bcc"
"Escudo de Tiro Imperium","Escudo","5","Comun","168","1000","0","0","160","0","0","0","0","0","1","8","1","0","0","1","0","0","0","0","0","1","Assets\Items\Aprendiz Escudo III.asset","21b109d00cd14e92b434e620be77e7a9"
"Escudo de Tiro Rudimentum","Escudo","5","Comun","120","500","0","0","80","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","Assets\Items\Aprendiz Escudo I.asset","62dbc34c27724b938bd481812c64a7d1"
"Escudo de Tiro Veteranum","Escudo","5","Comun","144","750","0","0","120","0","0","0","0","0","1","5","1","0","0","1","0","0","0","0","0","1","Assets\Items\Aprendiz Escudo II.asset","b2c98bfc71fa4fcfaf1f639009395091"
"Escudo de Ultima Roma Aeternitas","Escudo","5","Extremo","2050","19683000","0","0","3149280","0","0","0","0","0","1","294","666","0","0","444","0","0","0","0","0","1","Assets\Items\Apocalipsis Escudo III.asset","9f68d4bc8fda476ba52ca51ee2ae09ba"
"Escudo de Ultima Roma Cataclysmus","Escudo","5","Extremo","1757","14762250","0","0","2361960","0","0","0","0","0","1","250","500","0","0","333","0","0","0","0","0","1","Assets\Items\Apocalipsis Escudo II.asset","87a857c3310a40f0a2a2a84999d4ed44"
"Escudo de Ultima Roma Exitium","Escudo","5","Extremo","1464","9841500","0","0","1574640","0","0","0","0","0","1","205","333","0","0","223","0","0","0","0","0","1","Assets\Items\Apocalipsis Escudo I.asset","20806540ccaf4355a9a456e5c52e056c"
"Guantes de Augur Omen","Guantes","6","Magico","312","0","0","270","0","40","2","21","1","40","1","30","0","0","1","0","126","45","33","1","2","1","Assets\Items\Arcano Guantes I.asset","d7a514994a7b48d4b6d05af611315ca9"
"Guantes de Augur Oraculum","Guantes","6","Magico","437","0","0","540","0","50","2","27","1","60","1","49","0","0","1","0","167","45","55","1","3","1","Assets\Items\Arcano Guantes III.asset","2dbdc01ff92a40ec8f6f839452326320"
"Guantes de Augur Ritus","Guantes","6","Magico","374","0","0","405","0","45","2","24","1","50","1","40","0","0","1","0","146","45","44","1","2","1","Assets\Items\Arcano Guantes II.asset","67782b0f3df145fb9ec37a7d17cb6a65"
"Guantes de Colossus Colossus","Guantes","6","Legendario","840","0","0","131220","0","125","7","72","4","1920","1","110","0","0","19","0","479","267","216","88","67","1","Assets\Items\Titan Guantes III.asset","9eea0e53e1384b09a773305356d0ad15"
"Guantes de Colossus Moles","Guantes","6","Legendario","600","0","0","65610","0","115","6","66","4","1280","1","74","0","0","10","0","437","223","194","88","45","1","Assets\Items\Titan Guantes I.asset","65431234f0f84070915270c2b1ed58ed"
